8.01689E+17,; suka tau jual diri. Hahahahahaa. 😂😂😂,"24 November 2016, 07:27:00",0,,JUALAN,BUKAN,TOTAL
8.01688E+17,"ASUS A556UQ-DM096D[i5-6200U,4GB,GT940... https://t.co/KUPtsktGt1","24 November 2016, 07:24:39",0,,,,
8.01689E+17,"ASUS A556UQ-DM097D[i5-6200U,4GB,GT940... https://t.co/10PjIXcSjO","24 November 2016, 07:28:03",0,,,,
8.0169E+17,"ASUS A556UQ-DM099D[i5-6200U,4GB,GT940... https://t.co/IFmXIy66rl","24 November 2016, 07:32:16",0,,,,
8.01691E+17,"ASUS A556UQ-DM100D[i5-6200U,4GB,GT940... https://t.co/bxsA0pGB9L","24 November 2016, 07:35:00",0,,,,
8.01644E+17,atau mau jual photobooknyaㅠㅠ,"24 November 2016, 04:31:16",0,,,,
8.01693E+17,ati-ati jika jual negara ini keasing hanya demi hutang @jokowi !,"24 November 2016, 07:42:59",0,,,,
8.01691E+17,Authentic Merlin Mini RTA 24mm by AugVape for vapor https://t.co/8Pt13ck0mc,"24 November 2016, 07:36:56",0,,,,
8.01674E+17,autocpy3: #ptl yang jual uname yeoja mulchar bagus mana ?,"24 November 2016, 06:28:11",0,,,,
8.01692E+17,awas jika @jokowi jual negara ini keasing!,"24 November 2016, 07:41:48",0,,,,
8.01685E+17,"Ayah knp sedih? | kalah taruhan bola nak | mank taruhan apa? | ayah taruhan kalo MU kalah, kamu ayah jual nak | Щ(ºДºщ) ANYING!","24 November 2016, 07:14:02",0,,,,
8.01663E+17,Ayo lihat apa yang aku jual di Carousell: https://t.co/d53RDCdc1B #carousell @carousell_id https://t.co/plYEN5rzpx,"24 November 2016, 05:44:06",0,,,,
8.01664E+17,Ayo lihat apa yang aku jual di Carousell: https://t.co/wqANZBTWkH,"24 November 2016, 05:51:03",0,,,,
8.0165E+17,B**berry 3in1 Set https://t.co/azYuBfN47r,"24 November 2016, 04:53:51",0,,,,
8.01689E+17,BA089 – SLING BAG PRIA KOREAN STYLE T... https://t.co/kBHIwBRNdj,"24 November 2016, 07:29:01",0,,,,
8.01669E+17,"Baca brodkes BBM orang jual pelangsing: ""itu badan apa kasur berjalan???"", lalu aku enlarge  DP BBM nya, pengen komen: ""itu muka atau....""","24 November 2016, 06:08:11",0,,,,
8.01641E+17,"Bacan Doko Coklat ,.Giwang &amp; Serat Halus https://t.co/TFqJ6EN5Gy","24 November 2016, 04:18:11",0,,,,
8.01646E+17,"Bacan Doko Gulau HQ ,.Kristal Kaca &amp; ... https://t.co/vXBhjpJe3K","24 November 2016, 04:38:33",0,,,,
8.0166E+17,"Bacan Doko Gulau Kristal Kaca, https://t.co/Bhr4MbviLw","24 November 2016, 05:31:56",0,,,,
8.01655E+17,"Bacan Doko Majiko ,.Bentuk Cating Pet... https://t.co/zUD4WKvjQz","24 November 2016, 05:14:42",0,,,,
8.01656E+17,Bacan Doko Majiko Kristal Kaca &amp; Ring... https://t.co/A0PqTSeOiA,"24 November 2016, 05:17:36",0,,,,
8.01664E+17,"Bacan Doko Majiko Super., https://t.co/qmWZA4lC9O","24 November 2016, 05:49:12",0,,,,
8.01691E+17,"Bacan Pido, Kristal Kaca &amp; Minyak Luber https://t.co/vZRzqW2ZDL","24 November 2016, 07:36:48",0,,,,
8.01632E+17,bagi yg ingin jual pulsa bisa gabung di grup https://t.co/mzav9MU755,"24 November 2016, 03:41:13",0,,,,
8.01664E+17,"Bahkan kami berikan pula jasa penjualan tiket pesawat dan hotel internasional, jual pulsa, bayar listrik, telkom, d… https://t.co/Imqe7EbkCk","24 November 2016, 05:48:53",0,,,,
8.01688E+17,Bahkan suatu kesalahan dapat menjadi satu hal yang penting untuk suatu pencapaian yang berarti.   #jual #mie #lidi #bandung,"24 November 2016, 07:26:07",0,,,,
8.01652E+17,Bangla jual buah ni read ja ws ak cis cis,"24 November 2016, 05:01:50",0,,,,
8.01641E+17,Banyak Pengecer Jual Gas Melon Lampaui HET https://t.co/rZam3DHWr7 https://t.co/TXGFSc2Pgx,"24 November 2016, 04:18:01",0,,,,
8.01641E+17,Banyak Pengecer Jual Gas Melon Lampaui HET https://t.co/rZam3Dqlzz,"24 November 2016, 04:17:04",0,,,,
8.01641E+17,Banyak Pengecer Jual Gas Melon Lampaui HET https://t.co/wMA5MjkDiW https://t.co/3BqXzlY6Zl https://t.co/2tsUAmYwg4,"24 November 2016, 04:18:07",0,,,,
8.01652E+17,"Banyak pilihan mobil baru dan bekas di Jual Beli Mobil Otosia. Mau cari mobil MPV, SUV, Sedan, Hatchback semua ada.","24 November 2016, 05:00:14",0,,,,
8.01674E+17,Baru 2 bulan pake h*nda dah jual lagi.. Bpkb aja masih di dealer.. Sumpah kaga enak di naikin terus kecewa sama bengkel resminya,"24 November 2016, 06:27:57",0,,,,
8.01669E+17,"Baru nak jual kasut puma yang beli haritu, tapi ramai pula kata lawa, tak jadi lah jual. 👉🏻👈🏻😌","24 November 2016, 06:10:54",0,,,,
8.01671E+17,baru tadi betapa susah nak jual barang kat dewan tadi 😂,"24 November 2016, 06:16:14",0,,,,
8.01639E+17,"Barusan iseng-iseng liat facebook ada yang jual tas CK KW 200K, busyengg kalo buat gue KW harga segitu termasuk mahil 😒","24 November 2016, 04:12:05",0,,,,
8.01689E+17,Baseus Small Ears Series Magnetic Suc... https://t.co/7hLEHyKdh7 by #Unicorner_ID via @c0nvey,"24 November 2016, 07:28:04",0,,,,
8.01644E+17,Behind the scenes of Greenpeace's Gazprom protest: https://t.co/LIRRFJAssp @jual_beli #socialmedia #srudukfollow,"24 November 2016, 04:28:09",0,,,,
8.0164E+17,"Belum Setahun Pelatihan, Vira Bisa Jual Baju Couple sampai ke Makassar https://t.co/R3drk4WOaw https://t.co/2Oi6gp4cv6","24 November 2016, 04:15:15",0,,,,
8.01659E+17,"Benarkah ? Atas alasan apakah untuk Klopp tidak menjual Sturridge ?  Pendapat anda, kekalkan atau jual Sturridge... https://t.co/ks5oPhu8Z1","24 November 2016, 05:30:49",0,,,,
8.01662E+17,"bencok Membuat makan anda tambah lahap | Rasanya gurih, renyah, dan agak pedas | pesan segera https://t.co/FkYzdgUhf9 …","24 November 2016, 05:41:03",0,,,,
8.01658E+17,Benda paling bodoh. Nak jual barang tapi harga kena pm/dm dulu. Bengong,"24 November 2016, 05:24:05",0,,,,
8.01683E+17,Benih - Benih Ajaib Kesuksesan - Napo... https://t.co/O43r3tk4uF,"24 November 2016, 07:05:37",0,,,,
8.01645E+17,"Berada di Bawah Tekanan Jual, IHSG Dibuka Melemah https://t.co/qgVZmHpx5a via @beritasatu","24 November 2016, 04:32:19",0,,,,
8.01647E+17,BERCERAI: BOLEH ATAU TIDAK? https://t.co/8PLEyYVFIa,"24 November 2016, 04:40:15",0,,,,
8.01631E+17,"Berhubung yg suka dikasi kado vocer refleksi ada banyak, info aja ne: saya jual vocer kokuo~","24 November 2016, 03:37:18",0,,,,
8.01663E+17,"Bermain di Sungai Untuk Mengatasi Trauma, Remaja Ini Tenggelam https://t.co/flhDjNHs06 https://t.co/pRes6B4dUq","24 November 2016, 05:44:39",0,,,,
8.01672E+17,"Besok mau beli tiket coldplay tgl 31, kalo dapet mau gw jual yg tgl 1 April. Kira2 ada yg mau beli gk ya? #ColdplaySingapore","24 November 2016, 06:20:24",0,,,,
8.01671E+17,Best plakk jdi dak gaming..snang nak wat prog cume sediakan ps4 xbox pc settle satu prog..dak fpe sng gak cume jual kasut settle prog hahaha,"24 November 2016, 06:17:43",0,,,,
8.01645E+17,"Biar Aktivitas Seharian Nggak Gampang Capek, Tipsnya Gampang! https://t.co/cOCgSA7tge","24 November 2016, 04:35:36",0,,,,
8.01637E+17,"Biar bisa jual nama Ulama, Lalu dgn seenaknya bilang, ""MAKAR"" cuiih.. !!  https://t.co/8aNR1ifZfU","24 November 2016, 04:01:11",0,,,,
8.01654E+17,"Biar Hubunganmu Langgeng Terus, Yuk Pahami 5 Hal Ini Dulu! https://t.co/5KVEYqKujT https://t.co/3tT6Z54yX1","24 November 2016, 05:10:16",0,,,,
8.01665E+17,"Bidik Promosi, Persijap Jepara Curi Start https://t.co/gTINQ0N6xE","24 November 2016, 05:53:09",0,,,,
8.01691E+17,"Bila boss ko invite org news dtg, diorg dtg jual brg plak. Hadap jela... Zzzz.... https://t.co/eqE0pO4i7q","24 November 2016, 07:38:03",0,,,,
8.01653E+17,Bila kena paksa tonyoh lipstick kakak office jual https://t.co/ShhSCpVzib,"24 November 2016, 05:05:11",0,,,,
8.0168E+17,"Bismillah😇 Di jual cepat Xiaomi Yi internasional, kondisi 85% baru 4 Bulan pemakaian. Gw beli 1.650,… [pic] — https://t.co/Yh52ehpupV","24 November 2016, 06:51:46",0,,,,
8.01665E+17,"Bisnis apa yg modalnya sgt ringan tnp km harus jual rumah/mobil bt bisa punya bisnis sehebat ini, pelajari di  https://t.co/dPrs3yjpGg","24 November 2016, 05:54:54",0,,,,
8.01636E+17,bisnis jual beli tiket kuple terguncang gara2 tambahan jadwal konser wqwq :'(,"24 November 2016, 03:58:25",0,,,,
8.01656E+17,"Bobotoh Bentangkan Spanduk, Persib Bandung Kena Denda Rp 100 Juta https://t.co/wIxHLauPvj","24 November 2016, 05:19:11",0,,,,
8.01665E+17,"Boleh g sy muak dg penguasa sekarang?g punya hrg diri,jual negri sendiri,mrendahkan ulama&amp;mnyia2kn prjuangn pahlawan https://t.co/dPcBjD6Vsq","24 November 2016, 05:55:02",0,,,,
8.01652E+17,"Boleh ke tak jual barang dan jumpa orang biz tetap berjalan? Ada, sertai kami di web ini https://t.co/ESIZUqL7sm","24 November 2016, 05:01:09",0,,,,
8.01662E+17,"Btw, ada calo yg jual undangan wisuda tambahan gak nih?","24 November 2016, 05:42:51",0,,,,
8.01647E+17,"btw, Princess Mint sekarang ini udah jarang yang jual. sayang banget sih :( padahal lucu. banyak softlens baru tapi kadar air di bawah 50%.","24 November 2016, 04:43:30",0,,,,
8.01645E+17,bukan jual mahal,"24 November 2016, 04:35:28",0,,,,
8.0165E+17,Bukan sombong bukan jual mahal. Cuma tak berkenan,"24 November 2016, 04:54:25",0,,,,
8.01659E+17,Bulan di Langit Athena https://t.co/FhdcnCLExX,"24 November 2016, 05:28:56",0,,,,
8.01638E+17,"Bunda, dompet tripel udah pada jadi nih... Buruan yaa, siapa cepat… https://t.co/y9Me0QydcW","24 November 2016, 04:07:56",0,,,,
8.01678E+17,"but kennot, must jual mahal.. huhu","24 November 2016, 06:45:28",0,,,,
8.01631E+17,Bz lahh syg . Aku jual org skng. https://t.co/nykfVhREsM,"24 November 2016, 03:39:43",0,,,,
8.0168E+17,cable jual pun smpai rm89 TT,"24 November 2016, 06:51:17",0,,,,
8.01661E+17,Caja jual ape https://t.co/JcoOE80iQB,"24 November 2016, 05:39:29",0,,,,
8.01686E+17,"cantik2 kok gak punya follower. haha yang jelek aja followernya lbh banyak, beli aja, cara order lihat bio kami #jual #follower #murah","24 November 2016, 07:17:49",0,,,,
8.0165E+17,"cari duit susah....got7 selaen musti ngartis..musti jualan kopi, jualan popcorn, jualan roti.....gelo...besok besok jual ape?jual diri???","24 November 2016, 04:52:30",0,,,,
8.01656E+17,CARI Jeans anak ori import size 3th warna seperti di pict CARI yaa.. Bukan JUAL 😃😃😃 Yang punya silahkan tawarin.,"24 November 2016, 05:17:27",0,,,,
8.01657E+17,Cavani: PSG Layak Menang di Markas Arsenal https://t.co/tVjwA6LsBp,"24 November 2016, 05:22:16",0,,,,
8.01687E+17,ciee yang diajakin balikan sama mantan tapi sok jual mahal. padahal mah masih jomblo. ciee,"24 November 2016, 07:20:59",0,,,,
8.01689E+17,Constant Temperature Electric Solderi... https://t.co/Qjw98IJCLD,"24 November 2016, 07:29:07",0,,,,
8.01688E+17,"Contoh : Produsen jual barang palsu, barang dijual dropshipper, Kurirnya yg di tangkep. Produsen masih Petantang petenteng #SaveBuniYani","24 November 2016, 07:23:28",0,,,,
8.01691E+17,"Dah kangen sama hp nyaa,,, Nabung nya lama,, jual nya cepet 😥😥😥 (at Bendungan Serut) — https://t.co/I4r6064W05","24 November 2016, 07:37:53",0,,,,
8.01686E+17,"Dari Soekarno sampai SBY, Intrik dan ... https://t.co/CcNJTF19ga","24 November 2016, 07:16:46",0,,,,
8.01691E+17,dh byk kedai pergi tp xde yg jual daun pandan.td g kipmart senawang blh lupa psl daun pandan.dh smpai s2 memang xler nk pth balik.,"24 November 2016, 07:37:54",0,,,,
8.01691E+17,Dijepang ada jual tahu bulat yaa mah? @N_ShaniJKT48  Kalo ada pesen 2 tandan yaak https://t.co/DnNCQbAHOm,"24 November 2016, 07:36:20",0,,,,
8.01633E+17,Dimana jual Obat Kencing Nanah Di Apotik De Nature https://t.co/qMpIyHSfDC,"24 November 2016, 03:45:27",0,,,,
8.01692E+17,Diorang ada jual magic wand 😌sis if that thing can make my life better then go ahead go buyyy,"24 November 2016, 07:40:18",0,,,,
8.01687E+17,Dmn lah bisa jual diri,"24 November 2016, 07:21:04",0,,,,
8.0163E+17,Edan... Pasutri ini Sepakat Jual Diri https://t.co/PPslQbSet3,"24 November 2016, 03:35:16",0,,,,
8.0163E+17,"Eh,yang jual lontong padang,disini, dimana ya? https://t.co/gbScBl1pCW","24 November 2016, 03:34:34",0,,,,
8.01687E+17,ELFE - THE NAME TO TRUST https://t.co/9x5rxjwQDo,"24 November 2016, 07:19:49",0,,,,
8.01633E+17,Epul and Naddy ni ke ada agenda nak lariskan barang yg dia jual? Marketing skunk kan kena malukan diri dulu baru benda laku. Lol,"24 November 2016, 03:45:52",0,,,,
8.01687E+17,FINALLY AKU JUMPA IGSHOP JUAL CAP/BAJU LAWA DAN MURAH HAHAHAHA RASA MACAM DAPAT STRAIGHT A UPSR,"24 November 2016, 07:21:37",0,,,,
8.01633E+17,"Gabung ke grup Jual Beli Hasil Bumi, klik link ini --&gt; https://t.co/HCtcvBzeJf https://t.co/ureJBcXpOY","24 November 2016, 03:45:01",0,,,,
8.01631E+17,"Gaikindo Targetkan Jual 1,1 Juta Mobil Tahun 2017 https://t.co/6sZXaCoCIi","24 November 2016, 03:40:05",0,,,,
8.01686E+17,GAK ADA.. di tokopedia yang jualnya banyak.. tapi barangnya sedikit  iya YANG JUAL-an :v https://t.co/KJerQbLocq,"24 November 2016, 07:18:08",0,,,,
8.01688E+17,Gamis Wanita Murah Banget https://t.co/yrLFOpN3mp,"24 November 2016, 07:24:28",0,,,,
8.01691E+17,Gamis Wanita Murah Banget Pink https://t.co/2ZolER9nkq,"24 November 2016, 07:37:31",0,,,,
8.01688E+17,Glow In The Dark Luminous Adhesive Ta... https://t.co/sOFRMqew3K,"24 November 2016, 07:24:19",0,,,,
8.01693E+17,Guess Shoes - Sepati Wanita https://t.co/rmtAO7arDj,"24 November 2016, 07:43:39",0,,,,
8.01689E+17,Hai siapa ada jual magnetic bar stirrer I nak beli,"24 November 2016, 07:27:46",0,,,,
8.01633E+17,"Hal terpenting yg harus kita jual adl Diri Kita sendiri, bila Anda dpt menjualnya, maka Anda hampir dpt menjual apapun.","24 November 2016, 03:47:56",0,,,,
8.01631E+17,Hannah Montana : Siapa Berani Bertaruh? https://t.co/PlNkWvQIUf,"24 November 2016, 03:39:13",0,,,,
8.01692E+17,Hanya 36 RB/pcs Paket GROSIR MURAH or... https://t.co/s5vgkFb8WQ,"24 November 2016, 07:41:16",0,,,,
8.01631E+17,Harga yang kami jual adalah harga pabrik ( harga sebelum masuk ke store ) #SepatuConverse,"24 November 2016, 03:37:59",0,,,,
8.01689E+17,Harini kita balik kampung pakai baju kmj yg jual kat blok hahahah,"24 November 2016, 07:29:16",0,,,,
8.01692E+17,HEADPHONE BLUETOOTH NOKIA STEREO BH-503 https://t.co/tnRk6wCgqt,"24 November 2016, 07:41:51",0,,,,
8.01689E+17,Headset Samsung Hm60 Stereo Warna / H... https://t.co/g3abMIPAx1,"24 November 2016, 07:29:39",0,,,,
8.01689E+17,Hem Batik Anak Unggul Katun Primisima... https://t.co/5U5u0Ewip8,"24 November 2016, 07:27:12",0,,,,
8.01689E+17,Hertz Hz Meter Otto 72x72 45-55 Frekuensi Frequency Meter Model Jarum https://t.co/qxnZG4iS5x #bukalapak #kliklumina  .....,"24 November 2016, 07:30:02",0,,,,
8.01688E+17,High End Audio Pure Power AC Line Con... https://t.co/a9RJSe2uEm,"24 November 2016, 07:23:24",0,,,,
8.01633E+17,hm kena jual asiimov dgn hyper beast 😥,"24 November 2016, 03:47:19",0,,,,
8.01632E+17,"hmm.. ak tgh stress ni, korang agk if ak jual benda ni laku x? -tak kot- hantu ni pn ketakutan tgk sketching ak nih https://t.co/ZMqgcUy20e","24 November 2016, 03:43:18",0,,,,
8.01688E+17,HONEY DOUBLE CHIPS CEMILAN / SNACK KOREA https://t.co/3PumcZCfzv,"24 November 2016, 07:22:50",0,,,,
8.01634E+17,https://t.co/6P9lul3LB2 power bank Mini Touch kapasitas 5600 mAh cuma 105ribu.. (min 1 lusin)?? @jual_beli #POWERBANK,"24 November 2016, 03:49:34",0,,,,
8.01634E+17,https://t.co/iIvlahgWWC @jual_beli #POWERBANK,"24 November 2016, 03:50:37",0,,,,
8.01632E+17,I should buy a lot of accounting books. Haihhh pasal apa lah dlu pegi jual bku acc 😢,"24 November 2016, 03:40:49",0,,,,
8.01633E+17,"Ikut Komunitas Facebook, Pasutri Ini Jual Diri Tawarkan Hubungan Intim Tak Wajar - Sriwijaya Post","24 November 2016, 03:45:45",0,,,,
8.01687E+17,Inside Rupert's Brain - Paul R La Monica https://t.co/yuclGON8m6,"24 November 2016, 07:20:54",0,,,,
8.01632E+17,Iyeh parah.. Jadi males jual jadi nya https://t.co/pynmf60k6y,"24 November 2016, 03:42:39",0,,,,
8.01634E+17,Jadi jual diri /ggg https://t.co/7a8twzJ4zR,"24 November 2016, 03:48:26",0,,,,
8.01688E+17,Jaket Adidas Sport 701 Ladies Waterpr... https://t.co/7s02qRva5d,"24 November 2016, 07:23:49",0,,,,
8.0169E+17,Jaket Impor China lokasi Bandung https://t.co/yCHGyc3sJT,"24 November 2016, 07:32:22",0,,,,
8.01631E+17,Jonan siapkan permen agar swasta bisa jual listrik ke masyarakat https://t.co/6wIMtlmc96 https://t.co/TjgOPaBHl4,"24 November 2016, 03:37:17",0,,,,
8.0163E+17,JPJ PATUT SEDIAKAN KAUNTER KHAS UNTUK JUAL PEN!,"24 November 2016, 03:34:26",0,,,,
8.01633E+17,"Jual 20 Gadis lewat Medsos, Petugas Satpam Ditangkap Polisi. https://t.co/7lLTwNh2hl #KopiMasdha","24 November 2016, 03:45:25",0,,,,
8.01634E+17,"Jual aku mas, jualllll https://t.co/f8XUULgv8G","24 November 2016, 03:50:02",0,,,,
8.01689E+17,"Jual beli electronik di online paling asik, apalagi disupport JNE dgn terima kiriman electronik second, ada asuransi jadi tenang deh.","24 November 2016, 07:29:22",0,,,,
8.01688E+17,Jual dadah pun dah tak selamat sekarang tau.,"24 November 2016, 07:24:29",0,,,,
8.01687E+17,Jual diri dia https://t.co/Tk888MAf13,"24 November 2016, 07:19:13",0,,,,
8.01693E+17,Jual lah ley dapat jugak duit even sikit 😂 https://t.co/MvTJbsAqUs,"24 November 2016, 07:43:17",0,,,,
8.01634E+17,Jual mahal bukan berarti sombong atau belagu loh yaaa. Itu mengartikan kalau dia emang gak genit dan gak gampangan.,"24 November 2016, 03:50:51",0,,,,
8.01692E+17,Jual makanan je jangan jual diri. Lmao. Im so done.,"24 November 2016, 07:39:19",0,,,,
8.0163E+17,Jual oppo f1 laku berapa ya? Butuh duit banget 😭,"24 November 2016, 03:34:38",0,,,,
8.01692E+17,Jual punggung  bagi kaum lelaki? https://t.co/xxjAr2lmC8,"24 November 2016, 07:39:48",0,,,,
8.01689E+17,jual tutor = pasang ifttt  = pasang bot  = pasang roundteam = upfoll full rp = benerin acc ga masuk mentab Satuannya hanya 5k Tag lelang acc,"24 November 2016, 07:29:25",0,,,,
8.01687E+17,kacamata TINCAN BLACK WARNA LENSA EMAS https://t.co/OTHxze0hna,"24 November 2016, 07:22:16",0,,,,
8.01631E+17,Kak jual lasagna ni olah camne tah jadi taste melayu. nak aje beli post kat umah. bagi depa rasa versi melayu. kahkahkah,"24 November 2016, 03:38:57",0,,,,
8.01632E+17,"Kak Julie ni blh percaya ke? Of cos, boleh. Tanyala memana manusia yang pernah urusan jual beli dgn akak...akak... https://t.co/yGeBHYpfBu","24 November 2016, 03:43:02",0,,,,
8.01634E+17,"kalau betul dia sayang kat kucing dia,jual lah handphone dia buat cover kos rawatan..kalau sayang lah,or just put to sleep jee.","24 November 2016, 03:48:51",0,,,,
8.01686E+17,"Kalau dah tau takde duit, pegi la pakai spek itam jual tisu dari meja ke meja. Itu pun nak kena ajar ke?!","24 November 2016, 07:15:39",0,,,,
8.01688E+17,Kalau jual kek batik laku tak? Kakaka dapnyaaa kek batikkkk https://t.co/4pMuR6QDZr,"24 November 2016, 07:25:23",0,,,,
8.01633E+17,"kami juga jual akun, cocok banget buat olshop-olshop baru dan band-band baru. biar mereka bisa mengenal kalian semua dan apa yg dijual anda","24 November 2016, 03:46:42",0,,,,
8.01691E+17,Kami percaya bahwa kehidupan harus menjaga keseimbangan #ForediGelJakarta Jual Foredi Jakarta,"24 November 2016, 07:35:34",0,,,,
8.01687E+17,Kamus Istilah Televisi dan Film - Ilh... https://t.co/0EDWgFEVE2,"24 November 2016, 07:22:38",0,,,,
8.01633E+17,Kapitalis jugak diaorg ni beli jual balik. https://t.co/Ndf71uuSJl,"24 November 2016, 03:47:20",0,,,,
8.01687E+17,Kenapa gak foto brg dgn karya2 Bu Silvy selama blio jd pejabat di Pemprov DKI (kl ada hasil kerjanya yg layak jual)… https://t.co/sSfCYWPbwq,"24 November 2016, 07:20:27",0,,,,
8.01687E+17,Kepala hotak punya Giant jual beg sekolah mahal namampos. Less kepala hotak dia kurang satu sen.,"24 November 2016, 07:20:12",0,,,,
8.01631E+17,Kesal Istri Jual Mahal https://t.co/U3PXedJqM9 #rdrmlg #nganalkodew #malang #malanghariini #nganalkodew,"24 November 2016, 03:37:21",0,,,,
8.01691E+17,Ketua Umum PSSI Janjikan Bonus Bagi Timnas Jika ke Semifinal https://t.co/y3BslTv33Y,"24 November 2016, 07:37:39",0,,,,
8.01687E+17,KIDDY CARSEAT https://t.co/aarE8x0j1l,"24 November 2016, 07:19:48",0,,,,
8.01689E+17,Kilas Kriminal: Suami di Gresik Jual Istri di Facebook - Ramadan https://t.co/banUtAgZVZ https://t.co/XpBN35c7ln,"24 November 2016, 07:28:34",0,,,,
8.01692E+17,Kindle Voyage Amazon Ebook Reader Ori... https://t.co/BI948kMXwh,"24 November 2016, 07:41:14",0,,,,
8.0169E+17,Kocak! #MannequinChallenge ala Tim Avintia MotoGP https://t.co/XLpeJLvNoD,"24 November 2016, 07:34:16",0,,,,
8.01687E+17,"Kolagen diperlukan untuk rambut, tulang, kuku, kulit dan metabolisme di dalam tubuh @jual_beli #socialmedia #srudukfollow","24 November 2016, 07:20:25",0,,,,
8.01689E+17,Kompor Pemanggang SOsis Bakar Tanpa A... https://t.co/7MOMFCD4UZ,"24 November 2016, 07:27:33",0,,,,
8.01692E+17,"Komunitas Facebook Seks 'Three Some' Dibongkar, Chalid yang Jual Istrinya pun Ditangkap Polisi https://t.co/OWilcmP9g4","24 November 2016, 07:39:05",0,,,,
8.01633E+17,krim pemutih wajah dengansejuta testi ya cuma bps ku gak percaya? cek fav twitter @MVP_Shop,"24 November 2016, 03:45:39",0,,,,
8.01688E+17,Lip tato https://t.co/6A9u4afOl1,"24 November 2016, 07:26:47",0,,,,
8.01691E+17,Lonjakan Harga Nikel Menambah Tenaga Rally Saham #INCO: Di tengah tekanan jual terhadap… https://t.co/SilQ8n2INu,"24 November 2016, 07:34:55",0,,,,
8.01692E+17,Luminarc Mug Transportable 320ml (L73... https://t.co/x1vLBoxQrR,"24 November 2016, 07:41:35",0,,,,
8.01633E+17,Makasih loh nanti aku kumpulin aku jual lagi'-' https://t.co/bRgHCkwt5x,"24 November 2016, 03:45:04",0,,,,
8.01691E+17,Maspion Magic Com MERAH 1.2Lt MRJ-109... https://t.co/AS9OCpR9Do,"24 November 2016, 07:35:20",0,,,,
8.01691E+17,Maspion Magic Com MERAH 1.8Lt MRJ-208... https://t.co/PcmzuiM84x,"24 November 2016, 07:37:17",0,,,,
8.01689E+17,mau bikin beginian poto rp/rl juga bisa ayo di order dm aja t lelang acc uplike ig jual akun barter acc line art https://t.co/use8fSmXcc,"24 November 2016, 07:27:49",0,,,,
8.01634E+17,Memperbaiki tekstur kulit menjadi lebih licin dan kenyal @jual_beli #socialmedia #srudukfollow,"24 November 2016, 03:50:02",0,,,,
8.01687E+17,Meredakan gangguan sakit lambung #followbalik #salingfollow @jual_beli @cari_reseller @sinungwiloso1 #socialmedia #srudukfollow,"24 November 2016, 07:19:33",0,,,,
8.01689E+17,MOTOR CIRCUIT BREAKER / PANORAMA PROD... https://t.co/7objDj8Rl3,"24 November 2016, 07:29:00",0,,,,
8.01688E+17,"MTC17 Mote Akrilik Lonjong uk 1,8cm (... https://t.co/fxtAB2wJLj","24 November 2016, 07:24:58",0,,,,
8.01693E+17,nak beli yg jual boleh??? https://t.co/ok3gZs0kb5,"24 November 2016, 07:43:16",0,,,,
8.01691E+17,nak jual ha gitar letrik ni,"24 November 2016, 07:38:02",0,,,,
8.0169E+17,nak?? 🙋🏻 #sispakaisis jual. Banyak lagi warna lain boleh cek ig : @by.errafazleen . #retweet rezeki saya inshaaAlla… https://t.co/IIYO2NFTFd,"24 November 2016, 07:32:15",0,,,,
8.01688E+17,NEW BALANCE ML574 EXA  BNIB https://t.co/m0M18GfMXS,"24 November 2016, 07:24:39",0,,,,
8.01687E+17,"New post: ""Kilas Kriminal: Suami di Gresik Jual Istri di Facebook"" https://t.co/k3UYbUXSAN","24 November 2016, 07:20:22",0,,,,
8.01633E+17,NIERPE: #nrp ada yg jual acc harga 5k/10k via tsel?,"24 November 2016, 03:45:26",0,,,,
8.01631E+17,NIERPE: #nrp ada yg jual acc harga 5k/10k via tsel?,"24 November 2016, 03:39:36",0,,,,
8.01693E+17,NILLKIN Sparkle Series Circle O View ... https://t.co/Fv4zKCqXiL,"24 November 2016, 07:43:18",0,,,,
8.0169E+17,Nk jual buku f6 pun siap ada group eah 😂😂,"24 November 2016, 07:31:57",0,,,,
8.01687E+17,Nk kencing jela cina tua ni . Igt ak bodoh ke hahaha . Setakat huawei cenonet tu ko jual 300 suruh ak bayarkan dulu 😂😂 mmg tak aa,"24 November 2016, 07:20:15",0,,,,
8.0163E+17,"okeh, barusan hanya jual penderitaan.   #sekian","24 November 2016, 03:36:12",0,,,,
8.0169E+17,Omg i pernah bantu kawan i jual benda ni 😥😥😥,"24 November 2016, 07:34:37",0,,,,
8.01689E+17,Paket Bertanam Sayuran https://t.co/hmrK3NquJd,"24 November 2016, 07:27:37",0,,,,
8.0169E+17,Papa kamu jual sembako ya? | kok tau? | karna semua bahan pokok utk hati aku udah lengkap sama kamu,"24 November 2016, 07:33:18",0,,,,
8.01635E+17,"Para pemenang adalah orang2 yang benar2 mendengarkan kebenaran dari hatinya. #TDW""  #jual #mie #lidi #bandung","24 November 2016, 03:55:18",0,,,,
8.01692E+17,Pasabahce Kan Air Basic 1.3lt 43234 (... https://t.co/9SB5BwMAMe,"24 November 2016, 07:39:22",0,,,,
8.01687E+17,Pastan Arzety Size S / Hijab / Jilbab... https://t.co/q8R2DtF1qT,"24 November 2016, 07:20:38",0,,,,
8.01687E+17,Pasutri Ini Jual Diri Tawarkan Hubungan Intim Tak Wajar Setelah Ikut #KomunitasSwinger di Facebook… https://t.co/SCZt48QwJE,"24 November 2016, 07:22:37",0,,,,
